NO,SCT_SHIP__NO,MR,COMMERCIAL_INVOICE_NO,INVOICE_DATE,PO_NO,VENDOR,CATEGORY,MAIN_DESCRIPTION_(PO),SUB_DESCRIPTION,SHU,DAS,MIR,AGI,INCOTERMS,CURRENCY,INVOICE_VALUE,FREIGHT,INSURANCE,CIF_VALUE,COE,POL,POD,BL_NO_AWB_NO,VESSEL_NAME_FLIGHT_NO,FORWARDER,SHIP_MODE,PKG,20DC,40DC,40HQ,45HQ,20OT(IN),20OT(OH),40OT(IN),40OT(OH),20FR(IN),40FR(IN),20FR(FV),40FR(OW),"20FR(OW,OH)","40FR(OW,OH)","40FR(OW,OL)",LCL,QTY_OF_CNTR,G_BULK,O_BULK,H_BULK,GWT(KG),CBM,R/T(GRAND-_TOTAL),A_CWT(KG),ETD,ATD,ETA,ATA,ATTESTATION_DATE,DO_COLLECTION,CUSTOMS_START,CUSTOMS_CLOSE,CUSTOM_CODE,DUTY_AMT,VAT_AMT,SHU2,MIR3,DAS4,AGI5,DSV_INDOOR,DSV_OUTDOOR,DSV_MZD,DSV_KIZAD,JDN_MZD,JDN_WATERFRONT,MOSB,AAA_STORAGE,ZENER_(WH),HAULER_DG_STORAGE,VIJAY_TANKS
746,HVDC-ADOPT-HE-0454,E01,PRL-CS-044-O SPARE,2025-07-17,4572116646,Hitachi,Elec,Main Converter,Pipe and Fasteners Spare,O,O,,,DAP,SEK,867718,8666.26,86771.8,963156.06,SWEDEN,Gothenburg,Khalifa port,GOT36800343,MSC MELATILDE,Scan Global Logistics AB,C,2,,,,,,,,,,,,,,,,,0,,,,604,5.82,5.82,,2025-07-17,2025-07-17,2025-08-26,2025-08-26,2025-12-17,2025-08-22,2025-08-27,2025-08-27,47150,,,2025-09-24,,2025-09-23,,,,,,,,2025-09-11,,,,
747,HVDC-ADOPT-HE-0482,E01,PRL-CS-045-O,2025-07-17,4572116646,Hitachi,Elec,Main Converter,Grounding Equipment,O,O,,,DAP,SEK,373365.72,2709.38,37336.57,413411.67,SWEDEN,Gothenburg,Khalifa port,GOT36800342,MSC MELATILDE,Scan Global Logistics AB,C,2,,,,,,,,,,,,,,,,,0,,,,491,1.38,1.38,,2025-07-17,2025-07-17,2025-08-26,2025-08-26,2025-12-17,2025-08-22,2025-08-27,2025-08-27,47150,,,2025-09-21,,2025-09-23,,,,,,,,2025-09-11,,,,
748,HVDC-ADOPT-SCT-0126,E08,HVDC-ADOPT-SCT-0126,2025-08-09,5000801116,Bansuk,Elec,Lighting and Small Power Sysytem,Lighting & Small Power System,O,O,O,O,FOB,USD,128330,4000,1455.63,133785.63,CHINA,Shanghai,Khalifa port,SEL00000725,CMA CGM PEGASUS,,C,366,1,,2,,,,,,,,,,,,,,3,,,,53125.7,155,155,,2025-08-09,2025-08-09,2025-08-29,2025-08-29,2025-09-01,2025-08-26,2025-08-28,2025-08-28,47150,24567,25795,2025-09-10,2025-09-16,2025-09-14,,,2025-08-31,,,,,2025-09-11,,,,
749,HVDC-ADOPT-HE-0471,E01,PRL-O-040-O2,2025-07-24,4572116646,Hitachi,Elec,Main Converter,NYTRO 10XN Transformer Oil,,,O,,DAP,USD,174549.49,18862.8,17454.95,210867.24,BELGIUM,Antwerp,Khalifa port,ANRB45303,COSCO GLORY,,C,4,4,,,,,,,,,,,,,,,,4,,,,85740,153.19,153.19,,2025-07-29,2025-07-29,2025-08-31,2025-08-31,2025-09-03,2025-08-29,2025-09-02,2025-09-02,47150,38721,40657,,2025-09-07,,,,,,,,,,,,,
750,HVDC-ADOPT-HE-0472,E01,PRL-O-040-O3,2025-07-24,4572116646,Hitachi,Elec,Main Converter,NYTRO 10XN Transformer Oil,,,O,,DAP,USD,252436.2,27280,25243.62,304959.82,BELGIUM,Antwerp,Khalifa port,ANRB45304,COSCO GLORY,,C,6,6,,,,,,,,,,,,,,,,6,,,,124000,229.78,229.78,,2025-07-29,2025-07-29,2025-08-31,2025-08-31,2025-09-03,2025-08-29,2025-09-02,2025-09-02,47150,55999,58798,,2025-09-17,,,,,,,,,,,,,
751,HVDC-ADOPT-HE-0473,E01,PRL-O-040-O4,2025-07-24,4572116646,Hitachi,Elec,Main Converter,NYTRO 10XN Transformer Oil,,,O,,DAP,USD,295679.59,31952.8,29567.96,357200.35,BELGIUM,Antwerp,Khalifa port,ANRB46182,COSCO GLORY,,C,7,7,,,,,,,,,,,,,,,,7,,,,145240,268.08,268.08,,2025-07-29,2025-07-29,2025-08-31,2025-08-31,2025-09-03,2025-08-29,2025-09-02,2025-09-02,47150,65591,68871,,2025-09-22,,,,,,,,,,,,,
752,HVDC-ADOPT-HE-0487,E01,PRL-ZAK-010-A5,2025-08-20,4572116646,Hitachi,Elec,Main Converter,External Pipes VH,,,,O,DAP,SEK,1657181.95,370217.2,165718.2,2193117.35,NETHERLANDS,Amsterdam,Abu Dhabi Airport,1130122883,EY9858,,A,5,,,,,,,,,,,,,,,,,0,,,,10110,71.92,71.92,,2025-08-31,2025-08-31,2025-09-01,2025-09-01,2025-09-07,2025-09-02,2025-09-02,2025-09-02,47150,,42867,,,,2025-09-23,,2025-09-06,,,,,2025-09-10,,,,
753,HVDC-ADOPT-HE-0488,E01,PRL-MIR-054-A,2025-08-21,4572116646,Hitachi,Elec,Main Converter,AC Filter Capacitor,,,O,,DAP,SEK,3247396.02,494304.78,324739.6,4066440.4,NETHERLANDS,Amsterdam,Abu Dhabi Airport,1130122740,EY914,,A,8,,,,,,,,,,,,,,,,,0,,,,18043,31.93,31.93,,2025-09-01,2025-09-01,2025-09-02,2025-09-02,2025-09-03,2025-09-02,2025-09-02,2025-09-02,47150,63605,82663,,2025-09-04,,,,,,,,,,,,,
754,HVDC-ADOPT-HE-0495,E01,PRL-ZAK-013-A1,2025-08-25,4572116646,Hitachi,Elec,Main Converter,"DC Pole Bus Arrester, DC",,,,O,DAP,SEK,1905417,75617.97,190541.7,2171576.67,Denmark,Copenhagen,Abu Dhabi Airport,1130123007,EY,,A,8,,,,,,,,,,,,,,,,,0,,,,1900,14.98,14.98,,2025-09-02,2025-09-02,2025-09-02,2025-09-02,2025-09-07,2025-09-03,2025-09-03,2025-09-03,47150,42218,44329,,,,2025-12-25,,2025-09-06,,,,,2025-11-28,,,,
755,HVDC-ADOPT-HE-0496,E01,PRL-MIR-018-A2,2025-08-25,4572116646,Hitachi,Elec,Main Converter,"DC Pole Bus Arrester, DB",,,O,,DAP,SEK,2108875.5,75617.97,210887.55,2395381.02,Denmark,Copenhagen,Abu Dhabi Airport,1130123007,EY,,A,8,,,,,,,,,,,,,,,,,0,,,,1900,14.98,14.98,,2025-09-02,2025-09-02,2025-09-02,2025-09-02,2025-09-07,2025-09-03,2025-09-03,2025-09-03,47150,46569,48897,,2025-09-08,,,,,,,,,2025-09-05,,,,
756,HVDC-ADOPT-SCT-0131,E08,HVDC-ADOPT-SCT-0131,2025-09-05,5000789074,TaeHwa,Elec,Cable Tray System,Cable Tray System (18th),O,O,,,FOB,USD,19022.15,8402.94,107.31,27532.4,KOREA,Incheon,Abu Dhabi Airport,ELA2509004,EK325,,A,4,,,,,,,,,,,,,,,,,0,,,,1815,12.76,12.76,,2025-09-05,2025-09-05,2025-09-07,2025-09-07,2025-09-11,2025-09-08,2025-09-08,2025-09-08,47150,5056,5308,2025-10-10,,2025-09-13,,,,,,,,2025-09-08,,,,
757,HVDC-ADOPT-HE-0460,E01,PRL-MIR-052-O SPARE,2025-07-31,4572116646,Hitachi,Elec,Main Converter,Resistor Module Spare,,,O,,DAP,EUR,44201.77,4945.12,4420.18,53567.07,BELGIUM,Antwerp,Khalifa port,GOT36800346,MSC Cristina,Scan Global Logistics AB,C,2,,,1,,,,,,,,,,,,,,1,,,,2042,13.4,13.4,,2025-07-31,2025-07-31,2025-09-08,2025-09-08,2025-09-11,2025-09-08,2025-09-09,2025-09-09,47150,,230850,,2025-09-24,,,,,,,,,,,,,
758,HVDC-ADOPT-HE-0450,E01,PRL-SHU-077-O SPARE,2025-07-31,4572116646,Hitachi,Elec,Main Converter,Resistor Module Spare,O,,,,DAP,EUR,43403.54,5059.9,4340.35,52803.79,BELGIUM,Antwerp,Khalifa port,GOT36800347,MSC Cristina,Scan Global Logistics AB,C,2,,,,,,,,,,,,,,,,,0,,,,2042,13.29,13.29,,2025-07-31,2025-07-31,2025-09-08,2025-09-08,2025-09-11,2025-09-08,2025-09-09,2025-09-09,47150,,,2025-09-24,,,,,,,,,,,,,,
759,HVDC-ADOPT-HE-0459,E01,PRL-MIR-052-O,2025-07-31,4572116646,Hitachi,Elec,Main Converter,PRE INSERTION RESISTORS,,,O,,DAP,EUR,817732.73,63732.94,81773.27,963238.94,BELGIUM,Antwerp,Khalifa port,GOT36800345,MSC Cristina,Scan Global Logistics AB,C,37,,,8,,,,,,,,,,,,,,8,,,,60350,287.76,287.76,,2025-07-31,2025-07-31,2025-09-08,2025-09-08,2025-09-11,2025-09-08,2025-09-09,2025-09-09,47150,,,,2025-09-24,,,,,,,,,,,,,
760,HVDC-ADOPT-SCT-0122,E08,HVDC-ADOPT-SCT-0122,2025-08-05,5000801116,Bansuk,Elec,Lighting and Small Power Sysytem,Lighting & Small Power System,O,O,O,O,FOB,USD,50840,800,568.04,52208.04,Spain,Barcelona,Khalifa port,SEL00000505,MSC BUSAN,Deugro,C,4,1,,,,,,,,,,,,,,,,1,,,,941,4.67,4.67,,2025-08-01,2025-08-01,2025-09-08,2025-09-08,2025-09-11,2025-09-08,2025-09-08,2025-09-08,47150,9587,10066,,2025-10-13,2025-09-23,,,,,,,,2025-09-16,,,,
761,HVDC-ADOPT-HE-0464,E01,PRL-DAS-039-O3,2025-08-11,4572116646,Hitachi,Elec,Main Converter,Insulators,,O,,,DAP,EUR,27658.8,3090.31,2765.88,33514.99,CHINA,Shanghai,Khalifa port,GOT36800348,MSC Marie Leslie,Scan Global Logistics AB,C,15,,,3,,,,,,,,,,,,,,3,,,,5549,18.55,18.55,,2025-08-11,2025-08-11,2025-09-08,2025-09-08,2025-09-11,2025-09-09,2025-09-11,2025-09-11,47150,100949,105995,,,2025-09-21,,,,,,,,2025-09-18,,,,
762,HVDC-ADOPT-HE-0465,E01,PRL-MIR-046-O2,2025-08-12,4572116646,Hitachi,Elec,Main Converter,Insulators,,,O,,DAP,EUR,126054.9,21683.12,12605.49,160343.51,CHINA,Shanghai,Khalifa port,GOT36800349,MSC Marie Leslie,Scan Global Logistics AB,C,29,1,,2,,,,,,,,,,,,,,3,,,,18635,94.01,94.01,,2025-08-11,2025-08-11,2025-09-08,2025-09-08,2025-09-11,2025-09-09,2025-09-11,2025-09-11,47150,,,,2025-09-28,,,,,,,,,,,,,
763,HVDC-ADOPT-HE-0470,E01,PRL-ZAK-030-O,2025-08-11,4572116646,Hitachi,Elec,Main Converter,Insulators,,,,O,DAP,EUR,229188.15,22969.39,22918.82,275076.36,CHINA,Shanghai,Khalifa port,GOT36800353,MSC Marie Leslie,Scan Global Logistics AB,C,72,,,1,,,,,,,,,,,,,,1,,,,38696,142.3,142.3,,2025-08-11,2025-08-11,2025-09-08,2025-09-08,2025-09-11,2025-09-09,2025-09-11,2025-09-11,47150,,,,,,2025-11-10,,,,,,,2025-11-06,,,,
764,HVDC-ADOPT-SCT-0127,E08,HVDC-ADOPT-SCT-0127,2025-08-06,5001004422,Roxtec,Elec,Lighting&Small Power System,Multi Cable Transit,,,,O,FOB,USD,10352.21,800,122.67,11274.88,CHINA,Shanghai,Khalifa port,SEL00000781,CSCL INDIAN OCEAN,,C,1,1,,,,,,,,,,,,,,,,1,,,,659,1.13,1.13,,2025-08-26,2025-08-26,2025-09-11,2025-09-11,2025-09-16,2025-09-10,2025-09-11,2025-09-11,47150,2071,2174,,,,,,,,,,,2025-09-16,,,,
765,HVDC-ADOPT-HE-0497,E01,PRL-DAS-037-A3,2025-09-01,4572116646,Hitachi,Elec,Main Converter,Connectors,,O,,,DAP,EUR,290090.27,48614.43,29009.03,367713.73,NETHERLANDS,Amsterdam,Abu Dhabi Airport,1130123047,EY419,,A,61,,,,,,,,,,,,,,,,,0,,,,15526,58.93,58.93,,2025-09-08,2025-09-08,2025-09-09,2025-09-09,2025-09-16,2025-09-12,2025-09-12,2025-09-12,47150,,79260,,,2025-09-21,,,,,,,,2025-09-15,,,,
766,HVDC-ADOPT-HE-0466,E01,PRL-SHU-078-O SPARE,2025-08-14,4572116646,Hitachi,Elec,Main Converter,Outdoor Current Transformer GSWF 24,O,,,,DAP,EUR,18559.8,21680,1855.98,42095.78,BELGIUM,Antwerp,Khalifa port,GOT36800350,MSC MARA,Scan Global Logistics AB,C,2,1,,,,,,,,,,,,,,,,1,,,,426.6,1.07,1.07,,2025-08-14,2025-08-14,2025-09-15,2025-09-15,2025-09-16,2025-09-15,2025-09-15,2025-09-15,47150,33004,34653,2025-09-25,,,,,,,,,,,,,,
767,HVDC-ADOPT-HE-0467,E01,PRL-CS-046-O SPARE,2025-08-14,4572116646,Hitachi,Elec,Main Converter,Outdoor Current Transformer GSWF 24,,O,,O,DAP,EUR,36784.8,29294,3678.48,69757.28,BELGIUM,Antwerp,Khalifa port,GOT36800351,MSC MARA,Scan Global Logistics AB,C,4,,,,,,,,,,,,,,,,,0,,,,843.2,2.14,2.14,,2025-08-14,2025-08-14,2025-09-15,2025-09-15,2025-09-16,2025-09-15,2025-09-15,2025-09-15,47150,,,,,2025-10-02,2025-10-02,,,,,,,2025-09-27,,,,
768,HVDC-ADOPT-HE-0468,E01,PRL-MIR-053-O SPARE,2025-08-14,4572116646,Hitachi,Elec,Main Converter,Outdoor Current Transformer GSWF 24,,,O,,DAP,EUR,18457.2,20738,1845.72,41040.92,BELGIUM,Antwerp,Khalifa port,GOT36800352,MSC MARA,Scan Global Logistics AB,C,2,,,,,,,,,,,,,,,,,0,,,,427.6,1.07,1.07,,2025-08-14,2025-08-14,2025-09-15,2025-09-15,2025-09-16,2025-09-15,2025-09-15,2025-09-15,47150,,,,2025-09-30,,,,,,,,,,,,,
769,HVDC-ADOPT-HE-0499,E01,PRL-D-011-T_SHU,2025-09-02,4500354126,Hitachi,Elec,Main Converter,3150KVA CRT Transformers and RTCC Panels,O,,,,DAP,AED,,,,2906200,UAE,Jebel Ali,DSV,,Trailer,,L,8,,,,,,,,,,,,,,,,,0,,,,15400,0,15.4,,2025-09-06,2025-09-06,2025-09-07,2025-09-07,2025-09-07,2025-09-03,2025-09-03,2025-09-03,89901,145310,,2025-09-12,,,,,2025-09-07,,,,,,,,,
770,HVDC-ADOPT-HE-0499,E01,PRL-D-011-T_DAS,2025-09-10,4500354126,Hitachi,Elec,Main Converter,3150KVA CRT Transformers and RTCC Panels,,O,,,DAP,AED,,,,1453100,UAE,Jebel Ali,MOSB,,Trailer,,L,4,,,,,,,,,,,,,,,,,0,,,,7700,0,7.7,,2025-09-14,2025-09-14,2025-09-15,2025-09-15,2025-09-16,2025-09-11,2025-09-11,2025-09-11,89901,72655,,,,2025-09-28,,,,,,,,2025-09-15,,,,
771,HVDC-ADOPT-HE-0437,E01,PRL-MIR-010-O12,2025-07-31,4572116646,Hitachi,Elec,Main Converter,Pipe Support CR. PL 67 Comb.2,,,O,,DAP,SEK,662872.78,15626.09,66287.28,744786.15,SWEDEN,Gothenburg,Khalifa port,GOT36800336,MSC Carmela,Scan Global Logistics AB,C,2,,,,,,,,,,,,,,,,,0,,,,1270,5.26,5.26,,2025-07-31,2025-07-31,2025-09-08,2025-09-08,,2025-09-10,2025-09-11,2025-09-11,47150,98908,118525,,2025-09-23,,,,,,,,,,,,,
772,HVDC-ADOPT-HE-0438-2,E01,PRL-ZAK-013-O2,2025-07-31,4572116646,Hitachi,Elec,Main Converter,DC BUS ARRESTERS,,,,O,DAP,SEK,2143594.13,3104.08,214359.41,2361057.62,SWEDEN,Gothenburg,Khalifa port,GOT36800355-001,MSC Carmela,Scan Global Logistics AB,C,2,1,,,,,,,,,,,,,,,,1,,,,721,2.31,2.31,,2025-07-31,2025-07-31,2025-09-08,2025-09-08,,2025-09-10,2025-09-11,2025-09-11,47150,,,,,,,,2025-09-19,,,,,,,,,
773,HVDC-ADOPT-HE-0439-2,E01,PRL-ZAK-013-O2 Spare,2025-07-31,4572116646,Hitachi,Elec,Main Converter,DC Bus Arresters Spare,,,,O,DAP,SEK,1071797.06,1878.57,107179.71,1180855.34,SWEDEN,Gothenburg,Khalifa port,GOT36800355-002,MSC Carmela,Scan Global Logistics AB,C,1,,,,,,,,,,,,,,,,,0,,,,230,1.4,1.4,,2025-07-31,2025-07-31,2025-09-08,2025-09-08,,2025-09-10,2025-09-11,2025-09-11,47150,,,,,,,,2025-09-19,,,,,,,,,
774,HVDC-ADOPT-HE-0440-2,E01,PRL-ZAK-027-O2,2025-07-31,4572116646,Hitachi,Elec,Main Converter,AC BUS ARRESTERS,,,,O,DAP,SEK,893025.97,4349.74,89302.6,986678.31,SWEDEN,Gothenburg,Khalifa port,GOT36800356-001,MSC Carmela,Scan Global Logistics AB,C,2,,,,,,,,,,,,,,,,,0,,,,645,3.24,3.24,,2025-07-31,2025-07-31,2025-09-08,2025-09-08,,2025-09-10,2025-09-11,2025-09-11,47150,,,,,,2025-12-25,,2025-09-19,,,,,,,,,
775,HVDC-ADOPT-HE-0441-2,E01,PRL-ZAK-027-O2 SPARE,2025-07-31,4572116646,Hitachi,Elec,Main Converter,AC Bus Arresters Spare,,,,O,DAP,SEK,446512.98,904.35,44651.3,492068.63,SWEDEN,Gothenburg,Khalifa port,GOT36800356-002,MSC Carmela,Scan Global Logistics AB,C,1,,,,,,,,,,,,,,,,,0,,,,170,0.67,0.67,,2025-07-31,2025-07-31,2025-09-08,2025-09-08,,2025-09-10,2025-09-11,2025-09-11,47150,,,,,,2025-12-02,,2025-09-19,,,,,,,,,
776,HVDC-ADOPT-HE-0500,E01,PRL-CS-048-A,2025-09-08,4572116646,Hitachi,Elec,Main Converter,Spare for Valves,,O,O,,DAP,SEK,77981.4,49792.94,7798.14,135572.48,Denmark,Copenhagen,Abu Dhabi Airport,1130123459,EY178,,A,2,,,,,,,,,,,,,,,,,0,,,,1168,1.41,1.41,,2025-09-14,2025-09-14,2025-09-14,2025-09-14,2025-09-19,2025-09-15,2025-09-15,2025-09-15,47150,2501,2790,,2025-09-20,2025-09-23,,,,,,,,2025-09-19,,,,
777,HVDC-ADOPT-HE-0425,E01,PRL-SHU-072-O1,2025-08-06,4572116646,Hitachi,Elec,Main Converter,400kv AC Bus CT 20733 / 10,O,,,,DAP,EUR,171558,10618.67,17155.8,199332.47,Italy,Genoa,Khalifa port,GOT36800331-001,MSC NITYA,Scan Global Logistics AB,C,3,,,2,,,,,,,,,,,,,,2,,,,5910,41.93,41.93,,2025-08-11,2025-08-11,2025-09-16,2025-09-16,2025-09-19,2025-09-18,2025-09-18,2025-09-18,47150,101180,106237,2025-09-28,,,,,,,,,,,,,,
778,HVDC-ADOPT-HE-0426,E01,PRL-SHU-072-O2 Spare,2025-08-06,4572116646,Hitachi,Elec,Main Converter,400kv AC Bus CT 20733 / 10 Spare,O,,,,DAP,EUR,28593,3539.56,2859.3,34991.86,Italy,Genoa,Khalifa port,GOT36800331-002,MSC NITYA,Scan Global Logistics AB,C,1,,,,,,,,,,,,,,,,,0,,,,1070,7.84,7.84,,2025-08-11,2025-08-11,2025-09-16,2025-09-16,2025-09-19,2025-09-18,2025-09-18,2025-09-18,47150,,,2025-09-28,,,,,,,,,,,,,,
779,HVDC-ADOPT-HE-0427,E01,PRL-MIR-048-O1,2025-08-06,4572116646,Hitachi,Elec,Main Converter,400kv AC Bus CT 20732 / 10,,,O,,DAP,EUR,171558,10436.3,17155.8,199150.1,Italy,Genoa,Khalifa port,GOT36800332-001,MSC NITYA,Scan Global Logistics AB,C,3,,,2,,,,,,,,,,,,,,2,,,,5910,41.93,41.93,,2025-08-11,2025-08-11,2025-09-16,2025-09-16,2025-09-19,2025-09-18,2025-09-18,2025-09-18,47150,,,,2025-09-30,,,,,,,,,,,,,
780,HVDC-ADOPT-HE-0428,E01,PRL-MIR-048-O2 Spare,2025-08-06,4572116646,Hitachi,Elec,Main Converter,400kv AC Bus CT 20732 / 10 Spare,,,O,,DAP,EUR,28593,3478.77,2859.3,34931.07,Italy,Genoa,Khalifa port,GOT36800332-002,MSC NITYA,Scan Global Logistics AB,C,1,,,,,,,,,,,,,,,,,0,,,,1070,7.84,7.84,,2025-08-11,2025-08-11,2025-09-16,2025-09-16,2025-09-19,2025-09-18,2025-09-18,2025-09-18,47150,,,,2025-09-30,,,,,,,,,,,,,
781,HVDC-ADOPT-SCT-0123,E08,HVDC-ADOPT-SCT-0123,2025-08-09,5000735555,LS Cable,Elec,"MV, LV & Control Cable",400kv Power Cable Accessories,,,O,,FOB,USD,17180,1600,206.58,18986.58,KOREA,Busan Port,Khalifa port,SEL00000771,HMM Hambada,Deugro,C,2,,,1,,,,,,,,,,,,,,1,,,,540,1.76,1.76,,2025-08-09,2025-08-09,2025-09-12,2025-09-12,2025-09-21,2025-09-12,2025-09-17,2025-09-17,47150,30459,80181,,2025-09-23,,,,,,,,,,,,,
782,HVDC-ADOPT-SCT-0124,E08,HVDC-ADOPT-SCT-0124,2025-08-09,5000801061,SHIN AHN,Inst.,Field Instrument,Field Instrument (4th),O,O,O,O,FOB,USD,403320,1600,4454.12,409374.12,KOREA,Busan Port,Khalifa port,SEL00000772,HMM Hambada,Deugro,C,4,,,,,,,,,,,,,,,,,0,,,,3685,28.98,28.98,,2025-08-09,2025-08-09,2025-09-12,2025-09-12,2025-09-21,2025-09-12,2025-09-17,2025-09-17,47150,,,2025-09-23,2025-09-23,2026-01-04,,,,,,,,2025-09-23,,,,
783,HVDC-ADOPT-HE-0475,E01,PRL-O-040-O5,2025-08-18,4572116646,Hitachi,Elec,Main Converter,NYTRO 10XN Transformer Oil,,,O,,DAP,USD,173124.43,18708.8,17312.44,209145.67,BELGIUM,Antwerp,Khalifa port,ANRB46184,CMA CGM GEMINI,,C,4,4,,,,,,,,,,,,,,,,4,,,,85040,153.19,153.19,,2025-08-18,2025-08-18,2025-09-21,2025-09-21,2025-09-24,2025-09-19,2025-09-23,2025-09-23,47150,38405,40325,,2025-10-05,2025-11-03,,,,,2025-10-21,,,,,,,
784,HVDC-ADOPT-HE-0499-2,E01,PRL-D-011-T_DAS,2025-09-17,4500354126,Hitachi,Elec,Main Converter,3150KVA CRT Transformers and RTCC Panels,,O,,,DAP,AED,,,,1453100,UAE,Jebel Ali,MOSB,,Trailer,,L,4,,,,,,,,,,,,,,,,,0,,,,25400,0,25.4,,2025-09-22,2025-09-22,2025-09-22,2025-09-22,2025-09-24,2025-09-19,2025-09-19,2025-09-19,89901,72655,,,,2025-12-08,,,,,,,,2025-09-22,,,,
785,HVDC-ADOPT-HE-0498,E01,PRL-MIR-042-A1,2025-09-01,4572116646,Hitachi,Elec,Main Converter,Connectors,,,O,,DAP,EUR,84744.17,16942,8474.42,110160.59,Austria,Linz,Abu Dhabi Airport,IBC-19001967,EY0154,,A,23,,,,,,,,,,,,,,,,,0,,,,6033,22.22,22.22,,2025-09-21,2025-09-21,2025-09-21,2025-09-21,2025-09-24,2025-09-22,2025-09-22,2025-09-22,47150,,23787,,2025-09-24,,,,,,,,,,,,,
786,HVDC-ADOPT-HE-0501,E01,PRL-O-053-A,2025-09-17,4572116646,Hitachi,Elec,Main Converter,Corona Ring Bracket,O,,,,DAP,EUR,275,675,27.5,977.5,Austria,Linz,Abu Dhabi Airport,LNZ00143691,EY7334,,A,1,,,,,,,,,,,,,,,,,0,,,,3.5,0.02,0.02,,2025-09-17,2025-09-17,2025-09-19,2025-09-19,,2025-09-24,2025-09-24,2025-09-24,47150,212,222,2025-09-28,,,,,,,,,,,,,,
787,HVDC-ADOPT-HE-0502,E01,PRL-MIR-055-A,2025-09-17,4572116646,Hitachi,Elec,Main Converter,Esta Condensators,,,O,,DAP,EUR,54600,5113.5,5460,65173.5,GERMANY,Frankfurt,Abu Dhabi Airport,RGB-8600 5925,EY7107T,,A,7,,,,,,,,,,,,,,,,,0,,,,2820,4.62,4.62,,2025-09-23,2025-09-23,2025-09-23,2025-09-23,2025-10-13,2025-09-24,2025-09-24,2025-09-24,47150,14123,14829,,2025-09-25,,,,,,,,,,,,,
788,HVDC-ADOPT-SIM-0092,E04-1,HVDC-ADOPT-SIM-0092,2025-06-03,SCT-19LT-PRC-PO-005,Hitachi,Elec,400kV and 132kV New Converter GIS,Communication System,O,,O,,CIF,CHF,,,,1078526,Switzerland,Zurich,Abu Dhabi Airport,ZRH0201006,QR8758,,A,8,,,,,,,,,,,,,,,,,0,,,,1931,15.96,15.96,,2025-07-25,2025-07-25,2025-08-05,2025-08-05,2025-11-30,2025-08-05,2025-08-05,2025-08-05,47150,,248381,,,,,,,,,,,,,,,
789,HVDC-ADOPT-SCT-0134,E08,HVDC-ADOPT-SCT-0134,2025-09-24,5001009797,Dong-A Bestech,Elec,Cable Gland,Cable Gland 5th,O,O,O,O,FOB,USD,37104.1,6904.2,88.02,44096.32,KOREA,Incheon,Abu Dhabi Airport,ELA2509028,EK325,,A,4,,,,,,,,,,,,,,,,,0,,,,2178,7.43,7.43,,2025-09-24,2025-09-24,2025-09-26,2025-09-26,2025-10-13,2025-09-26,2025-09-26,2025-09-26,47150,8098,8502,2025-09-29,,2025-10-06,,,,,,,,2025-09-29,,,,
790,HVDC-ADOPT-PPL-0020,E02,HVDC-ADOPT-PPL-0020,2025-09-26,5000675246,Prysmian,Elec,320kV HVDC Cable System,REFURBISHMENT KIT FOR CIT4229621070 (Straight Joint - GMC),,,,,CIF,EUR,2912,568,17.5,3497.5,Italy,Malpensa,Abu Dhabi Airport,607-37987994,EY082,,A,4,,,,,,,,,,,,,,,,,0,,,,145,0.3,0.3,,2025-10-01,2025-10-01,2025-10-01,2025-10-01,2025-10-14,2025-10-02,2025-10-02,2025-10-02,47150,756,793,,2025-10-06,,,,,,,,,,,,,
791,HVDC-ADOPT-HE-0504,E01,PRL-ZAK-031-A Spare,2025-09-23,4572116646,Hitachi,Elec,Main Converter,"Shims, Spare Parts",,,,O,DAP,SEK,17752.5,39269.13,1775.25,58796.88,Denmark,Copenhagen,Abu Dhabi Airport,1130124115,EY178,,A,1,,,,,,,,,,,,,,,,,0,,,,1005,0.75,1.01,,2025-09-30,2025-09-30,2025-09-30,2025-09-30,2025-10-14,2025-10-02,2025-10-02,2025-10-02,47150,1132,1207,,,,,2025-10-03,,,,,,,,,,
792,HVDC-ADOPT-SIM-0099,E04-1,HVDC-ADOPT-SIM-0099,2025-09-15,SCT-19LT-PRC-PO-004,EUPEN,Elec,400kV and 132kV New Converter GIS,"Eupen Cables - MRDC, GHDC and DSDC",,,O,O,CIF,EUR,,,,56506.33,BELGIUM,Brussels,Abu Dhabi Airport,H0357314,QY1003,,A,10,,,,,,,,,,,,,,,,,0,,,,4297,12.72,12.72,,2025-10-03,2025-10-03,2025-10-06,2025-10-06,2025-10-14,2025-10-06,2025-10-06,2025-10-06,47150,10910,11455,,2025-10-23,,,,2025-10-14,,,,,2025-11-04,,,,
793,HVDC-ADOPT-SCT-0137,E08,HVDC-ADOPT-SCT-0137,2025-10-02,5000761612,"BMT Co., Ltd",Elec,Juntion Box,Juntion Box,,O,O,,FOB,USD,6398.46,1430.6,12.8,7841.86,KOREA,Incheon,Abu Dhabi Airport,ELA2509040,EK323,,A,2,,,,,,,,,,,,,,,,,0,,,,303,3.28,3.28,,2025-10-02,2025-10-02,2025-10-04,2025-10-04,2025-10-14,2025-10-07,2025-10-07,2025-10-07,47150,1440,1512,,,2025-10-16,,,,,,,,2025-10-13,,,,
